,created,text,location,hashtags,locationcoor
0,2019-11-01 17:02:03,@sadgirlkmsylkol one me by y,"{'type': 'Point', 'coordinates': [26.68498661, -77.14654393]}",[],"26.715,-77.405,10mi"
1,2019-10-29 19:15:16,"CLEAN WATER 💦... once you’ve experienced its ABSENCE, you’ll better appreciate it’s PRESENCE!!!!
#ReverseOsmosis by… https://t.co/jQnVYcyV2P","{'type': 'Point', 'coordinates': [26.67401031, -77.28115525]}",[Hashtag(Text='ReverseOsmosis')],"26.715,-77.405,10mi"
2,2019-10-29 17:24:12,@michaelcapponi #Bstrong teams are still going strong as we head into week 8 of our #hurricanedorian… https://t.co/Ql8Xlc71G0,"{'type': 'Point', 'coordinates': [26.78333333, -77.43333333]}","[Hashtag(Text='Bstrong'), Hashtag(Text='hurricanedorian')]","26.715,-77.405,10mi"
3,2019-10-29 12:44:37,@michaelcapponi is going strong as we head into week 7 of our #hurricanedorian #disasterrecovery efforts. This week… https://t.co/S11Bw1xsm1,"{'type': 'Point', 'coordinates': [26.78333333, -77.43333333]}","[Hashtag(Text='hurricanedorian'), Hashtag(Text='disasterrecovery')]","26.715,-77.405,10mi"
0,2019-10-28 00:39:47,There ain’t a person alive happier about LSU jumping Bama as #1 than Saban. https://t.co/4gtm5rXgL3,,[],"30.627,-87.72,10mi"
1,2019-11-04 16:23:14,@hunterkirksey10 @Ross_Reed @CodyClausheide Blue raspberry is the best flavor hands down 🤷🏻‍♀️,,[],"30.627,-87.72,10mi"
2,2019-11-04 16:15:32,@lashiaral Well then you should know nigga,,[],"30.627,-87.72,10mi"
3,2019-11-04 16:14:29,Omggggg I hate this 🤣 https://t.co/Av6lmWsGgO,,[],"30.627,-87.72,10mi"
4,2019-11-04 16:13:58,@lashiaral That was the only hint I’m giving. Yk who THE Queen B is ?🌚,,[],"30.627,-87.72,10mi"
5,2019-11-04 16:05:20,@MMAassault1 You can you tube it. sometimes they will have it up,,[],"30.627,-87.72,10mi"
6,2019-11-04 15:53:12,"IT’S PICTURE DAY!!!!

Look at our office looking beautiful and these pups having fun!!

 #smeraglia… https://t.co/y1bCgZDQW0","{'type': 'Point', 'coordinates': [30.61436419, -87.66058201]}",[Hashtag(Text='smeraglia')],"30.627,-87.72,10mi"
7,2019-11-04 15:33:56,@Momt14Theresa @realDonaldTrump @GavinNewsom You really don’t know the difference in climate between California and… https://t.co/ULyp38OoHd,,[],"30.627,-87.72,10mi"
8,2019-11-04 15:30:43,"Want to land a job like ""Verizon Sales Consultant"" at Cellular Sales? Applicant tracking systems look for specific… https://t.co/dXmwFL39GH","{'type': 'Point', 'coordinates': [30.6257115, -87.8746146]}",[],"30.627,-87.72,10mi"
9,2019-11-04 14:55:15,@_KirstenKakess I can’t listen at him cause I just know his mouth smell like spit😖,,[],"30.627,-87.72,10mi"
10,2019-11-04 14:47:23,they really out here cheating cheating,,[],"30.627,-87.72,10mi"
11,2019-11-04 14:31:16,Congratulations @mikepierce_97 @Ravens for your big win last night. We are happy and proud of you in the 251! https://t.co/FxCzyyrxPS,,[],"30.627,-87.72,10mi"
12,2019-11-04 14:18:10,@_Kennh We sorry asl man🤦🏽‍♂️ we gone shake back next season fasho,,[],"30.627,-87.72,10mi"
13,2019-11-04 13:56:29,@Kanchan_warrior Thank you! I agree.,,[],"30.627,-87.72,10mi"
14,2019-11-04 13:38:45,"The Game of the Half Century is now five days away. Prepare accordingly. 

Beer? Check.
Heart meds? Check.
Rosary Beads? Check.",,[],"30.627,-87.72,10mi"
15,2019-11-04 13:17:49,"@SECNetwork @LSUfootball @AlabamaFTBL If the refs would have done their job in Auburn/LSU game, then LSU wouldn't b… https://t.co/NQ2ARMSyRQ",,[],"30.627,-87.72,10mi"
16,2019-11-04 13:05:23,The new season of @sabrinanetflix looks wild https://t.co/tCK4LWb3xo,,[],"30.627,-87.72,10mi"
17,2019-11-04 13:04:53,@TrovonReed I believe this team can do it! Looking forward to watching your best efforts 🧡💙,,[],"30.627,-87.72,10mi"
18,2019-11-04 12:47:47,@AngieNBC6 @SheliNBC6 @RoxyNBC6 @nbc6 Uhmm not quite the toss I was expecting but I’ll run with it 😂,,[],"30.627,-87.72,10mi"
19,2019-11-04 12:32:50,I didn’t see nothing https://t.co/dLbxzHAiis,,[],"30.627,-87.72,10mi"
20,2019-11-04 12:15:14,@Tavoe34 no doubt about it! 0-0,,[],"30.627,-87.72,10mi"
21,2019-11-04 12:13:34,@RodneyNorris3 Friday!,,[],"30.627,-87.72,10mi"
22,2019-11-04 12:04:46,Who can love you like I love you baby. Who can give you what I gave you baby,,[],"30.627,-87.72,10mi"
23,2019-11-04 12:00:42,I study your body like it was a final,,[],"30.627,-87.72,10mi"
24,2019-11-04 11:59:33,Boy you got me in my feelings,,[],"30.627,-87.72,10mi"
25,2019-11-04 11:56:37,Up listening to love songs ❤️,,[],"30.627,-87.72,10mi"
26,2019-11-04 11:05:39,Went in tik tok for one video now I’m up laughing at these videos 😂,,[],"30.627,-87.72,10mi"
27,2019-11-04 10:53:16,Nope https://t.co/LDDvPEGYmt,,[],"30.627,-87.72,10mi"
28,2019-11-04 08:15:31,"No Boo’s that’s FakeNews made up crap, which Ur part of,  really people that love our country &amp; President Trump Tru… https://t.co/ucbUx45Vvw",,[],"30.627,-87.72,10mi"
29,2019-11-04 08:10:26,Hopefully I will have a love life in 2020😭,,[],"30.627,-87.72,10mi"
30,2019-11-04 07:27:05,I just watched way more videos on chiropractic adjustments than I am proud of. But now I really want one 🥴,,[],"30.627,-87.72,10mi"
31,2019-11-04 06:28:02,This girl just tried to blame me for her going gay btw we never seen each other in person 🤨,,[],"30.627,-87.72,10mi"
32,2019-11-04 05:36:11,Why tf am I still awake,,[],"30.627,-87.72,10mi"
33,2019-11-04 05:28:09,@kelseylanum But really though 😂,,[],"30.627,-87.72,10mi"
34,2019-11-04 05:13:30,She would’ve been so mad at me cause I would’ve been rolliinnnnnn😂 https://t.co/nxTYmWHyZE,,[],"30.627,-87.72,10mi"
35,2019-11-04 05:10:39,If we not on the same time we can’t communicate,,[],"30.627,-87.72,10mi"
36,2019-11-04 04:53:29,Ross proposed to me last night in Boos with a ring pop...I just knew he was the one for me 💕,,[],"30.627,-87.72,10mi"
37,2019-11-04 04:52:25,@ashton_demouy @Ross_Reed We loveee you!,,[],"30.627,-87.72,10mi"
38,2019-11-04 04:52:11,Yb said he in control for a reason🤷🏾‍♂️no bad songs,,[],"30.627,-87.72,10mi"
39,2019-11-04 04:46:06,I put that shit together w ease😭🤦🏽‍♂️,,[],"30.627,-87.72,10mi"
40,2019-11-04 04:42:54,My body is absolutely hating me from last night,,[],"30.627,-87.72,10mi"
41,2019-11-04 04:41:47,@_KirstenKakess The thing with his sister?,,[],"30.627,-87.72,10mi"
42,2019-11-04 04:33:56,Friday night lights with this kiddo! Final regular home game of 2019. #freshman #sfhs #gotoros #colorguard #band @… https://t.co/eA3ZIB8NRB,"{'type': 'Point', 'coordinates': [30.68951532, -87.85378006]}","[Hashtag(Text='freshman'), Hashtag(Text='sfhs'), Hashtag(Text='gotoros'), Hashtag(Text='colorguard'), Hashtag(Text='band')]","30.627,-87.72,10mi"
43,2019-11-04 04:33:30,#NewProfilePic with my forever wedding date 💕 https://t.co/iyWaHloGgt,,[Hashtag(Text='NewProfilePic')],"30.627,-87.72,10mi"
44,2019-11-04 04:30:48,That feeling again 🤔,,[],"30.627,-87.72,10mi"
45,2019-11-04 04:27:47,Currently https://t.co/XQQidVN9tX,,[],"30.627,-87.72,10mi"
46,2019-11-04 03:53:35,Ravens looking good https://t.co/TpWVRsplYq,,[],"30.627,-87.72,10mi"
47,2019-11-04 03:52:39,Drop the cool greys‼️‼️‼️ https://t.co/T2dVNgqxVI,,[],"30.627,-87.72,10mi"
48,2019-11-04 03:50:03,I want everybody to eat up bro ian never been selfish its coming for u https://t.co/2k1JOWRUXU,,[],"30.627,-87.72,10mi"
49,2019-11-04 03:41:47,🐐we told em boog week 3 they cnt hold on its game https://t.co/IZSBT1ciP4,,[],"30.627,-87.72,10mi"
50,2019-11-04 03:40:54,Get a goat🐐 https://t.co/plKn5fOpcp,,[],"30.627,-87.72,10mi"
51,2019-11-04 03:40:28,Lamar want this🐐,,[],"30.627,-87.72,10mi"
52,2019-11-04 03:24:41,@DIEtreybabyy We on margaritas now,,[],"30.627,-87.72,10mi"
53,2019-11-04 03:22:08,I think #TheOvalOnBET and #SistasOnBET could be good shows if they had better actors cause these newbies awful,,"[Hashtag(Text='TheOvalOnBET'), Hashtag(Text='SistasOnBET')]","30.627,-87.72,10mi"
54,2019-11-04 03:14:26,Lmaooo tell me why this me https://t.co/vCzmW3SGal,,[],"30.627,-87.72,10mi"
55,2019-11-04 03:05:39,@gcfIovely @bts_bighit Just love me some Suga!💜,,[],"30.627,-87.72,10mi"
56,2019-11-04 03:02:26,When you go to the fridge thinking that there’s only one White Claw left and you discover that there are two. https://t.co/MYVIdOUgC4,,[],"30.627,-87.72,10mi"
57,2019-11-04 03:01:34,When Pat said “I should’ve killed you in New Orleans” #RaisingDion https://t.co/SHouLDuamu,,[Hashtag(Text='RaisingDion')],"30.627,-87.72,10mi"
58,2019-11-04 02:54:12,Yea we do 🤪 https://t.co/WqWYAGi0dB,,[],"30.627,-87.72,10mi"
59,2019-11-04 02:53:48,Music https://t.co/W3GTw9RXZY,,[],"30.627,-87.72,10mi"
60,2019-11-04 02:45:08,I was built for this,,[],"30.627,-87.72,10mi"
61,2019-11-04 02:44:37,@rayy_44 Das it and das all!!! The people had me fooled😫😂,,[],"30.627,-87.72,10mi"
62,2019-11-04 02:43:34,This‼️‼️ https://t.co/rp716e3WY2,,[],"30.627,-87.72,10mi"
63,2019-11-04 02:41:17,Man just take my money now🤦🏽‍♂️ https://t.co/J7Gryz6HBH,,[],"30.627,-87.72,10mi"
64,2019-11-04 02:34:59,Want to start a huge debate: Do you put up the Christmas tree before or after Thanksgiving?,,[],"30.627,-87.72,10mi"
65,2019-11-04 02:33:34,This thread crazy 😫😂 https://t.co/fzwuK2Ondq,,[],"30.627,-87.72,10mi"
66,2019-11-04 02:31:00,Im really confused rn but god gone show me,,[],"30.627,-87.72,10mi"
0,2019-11-04 16:20:12,Better odds of James Franklin than Urban 🤔 https://t.co/Cnj9Dzim1Y,,[],"18.742,-68.528,10mi"
1,2019-11-04 16:07:19,#paradise #beachlife #mylove #cleansethesoul #80sintheSand  #powerofwaves @ Breathless Punta Cana https://t.co/o7tgETdEZS,"{'type': 'Point', 'coordinates': [18.80948465, -68.57960267]}","[Hashtag(Text='paradise'), Hashtag(Text='beachlife'), Hashtag(Text='mylove'), Hashtag(Text='cleansethesoul'), Hashtag(Text='80sintheSand'), Hashtag(Text='powerofwaves')]","18.742,-68.528,10mi"
2,2019-11-04 16:07:12,☀️😏😉 #enjoythejourney @ Los Corales Beach Village https://t.co/rSbb7aAfB0,"{'type': 'Point', 'coordinates': [18.68226851, -68.41293812]}",[Hashtag(Text='enjoythejourney')],"18.742,-68.528,10mi"
3,2019-11-04 15:47:28,Kristal Ambrose of @bahaplasmvmnt getting everyone at #GCFI72 excited about cleaning up #marinedebris and using bet… https://t.co/UF9vYLsVDP,,"[Hashtag(Text='GCFI72'), Hashtag(Text='marinedebris')]","18.742,-68.528,10mi"
4,2019-11-04 15:31:24,"HOW MANY FOLLOWERS YOU NEED?!..🕊

10RT=100 FOLLOWERS 
✔️
20RT=20k FOLLOWERS 
✔️
30RT=30k FOLLOWERS 
✔️
40RT=40k FOL… https://t.co/bJYrozAAWj",,[],"18.742,-68.528,10mi"
5,2019-11-04 15:24:21,@realDonaldTrump Dems are there imbecile  have been for years,,[],"18.742,-68.528,10mi"
6,2019-11-04 15:22:55,@realDonaldTrump Lies as usual,,[],"18.742,-68.528,10mi"
7,2019-11-04 15:16:59,@realDonaldTrump This is a setup for when the transcripts are revealed to public I’m woke,,[],"18.742,-68.528,10mi"
8,2019-11-04 14:43:17,"@yassbizzle It’s a Lynn thing to say lol , if you know you know 🥴🤣",,[],"18.742,-68.528,10mi"
9,2019-11-04 14:40:07,@cristojc #solid #waste #and #marine #litter #management #trends in the #wcr @gcfi_fisheries @UNEP_CEP @ProgesCons… https://t.co/WTSIzbbsN9,,"[Hashtag(Text='solid'), Hashtag(Text='waste'), Hashtag(Text='and'), Hashtag(Text='marine'), Hashtag(Text='litter'), Hashtag(Text='management'), Hashtag(Text='trends'), Hashtag(Text='wcr')]","18.742,-68.528,10mi"
10,2019-11-04 14:37:53,"Feels like July! Oh shit, I think I turned my clock back too far. #fallback https://t.co/0abPomfWMf",,[Hashtag(Text='fallback')],"18.742,-68.528,10mi"
11,2019-11-04 14:34:55,"Actually, 330 carries will go a long way toward stopping him. https://t.co/JbFtaO7QyI",,[],"18.742,-68.528,10mi"
12,2019-11-04 14:26:04,H E L L O🌸🕊🌸🕊🌸,,[],"18.742,-68.528,10mi"
